Name,Category,Brand,Selling Price,MRP,Discount,Discount.1,Ratings,Details,No_of_ratings,No_of_reviews
DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10) Inspiron 3505 Notebook,Laptops,Dell,41590,49613,0.16,0.161711648,4.3,['AMD Ryzen 5 Quad Core Processor' '8 GB DDR4 RAM' '64 bit Windows 10 Operating System' '256 GB SSD' '39.62 cm (15.6 Inch) Display' 'Microsoft Office Home & Student 2019' '1 Year Onsite Warranty'],780,97
Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop,Laptops,Lenovo,33990,56590,0.39,0.399363845,4.3,['Intel Core i3 Processor (10th Gen)' '8 GB DDR4 RAM' 'Windows 11 Operating System' '256 GB SSD' '39.62 cm (15.6 Inch) Display' 'Microsoft Office Home & Student 2019' '2 Years Warranty'],3970,420
ASUS VivoBook Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X415EA-EK342WS Thin and Light Lapto...,Laptops,Asus,35990,50990,0.29,0.294175328,4.3,['Intel Core i3 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '256 GB SSD' '35.56 cm (14 Inch) Display' '1 Year Onsite Warranty'],558,53
Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15ITL6/ 15ITL6 Ub T...,Laptops,Lenovo,50499,75390,0.33,0.330163152,4.3,['Intel Core i5 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 10 Operating System' '256 GB SSD' '39.62 cm (15.6 inch) Display' 'Microsoft Office Home and Student 2019' '2 Years Warranty'],439,43
acer Nitro 5 Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,Laptops,Acer,66990,99999,0.33,0.330093301,4.3,['AMD Ryzen 5 Hexa Core Processor' '16 GB DDR4 RAM' 'Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 Inch) Display' '1 Year International Travelers Warranty (ITW)'],168,14
ASUS VivoBook K15 OLED Ryzen 7 Octa Core AMD R7-5700U - (16 GB/512 GB SSD/Windows 11 Home) KM513UA-L71...,Laptops,Asus,59990,86990,0.31,0.310380504,4.3,['AMD Ryzen 7 Octa Core Processor' '16 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 Inch) Display' '1 Year Onsite Warranty'],850,103
ASUS TUF Dash F15 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,Laptops,Asus,82990,103990,0.2,0.201942494,4.3,['Intel Core i5 Processor (12th Gen)' '8 GB DDR5 RAM' 'Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'Microsoft Office Home & Student' '1 Year Onsite Warranty'],68,6
Infinix INBook X1 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) XL11 Thin and Light Laptop,Laptops,Infinix,29990,49999,0.4,0.400188004,4.3,['Intel Core i3 Processor (10th Gen)' '8 GB LPDDR4X RAM' '64 bit Windows 11 Operating System' '256 GB SSD' '35.56 cm (14 inch) Display' '1 year Onsite Warranty'],5710,996
Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14 ITL 6 Thin and L...,Laptops,Lenovo,58000,74390,0.22,0.220325313,4.3,['Intel Core i5 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 10 Operating System' '512 GB SSD' '35.56 cm (14 Inch) Display' 'Microsoft Office Home and Student 2019' '2 Years Warranty'],548,52
HP Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) 15s- eq1560AU Thin and Light Laptop,Laptops,Hp,33990,46052,0.26,0.261921306,4.3,['AMD Ryzen 3 Dual Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 Inch) Display' '1 Year Onsite Warranty'],3743,388
HP Pavilion Gaming Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,Laptops,Hp,75990,92404,0.17,0.177633003,4.3,"['AMD Ryzen 7 Octa Core Processor' '16 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' '""HP Documentation HP e-service HP BIOS recovery HP SSRM HP Jumpstart Microsoft Office Home & Student 2019 ""' '1 Year Onsite Warranty']",264,28
ASUS VivoBook 15 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X515EA-EJ502TS T...,Laptops,Asus,50990,70990,0.28,0.281729821,4.3,['Intel Core i5 Processor (11th Gen)' '8 GB DDR4 RAM' 'Windows 10 Operating System' '1 TB HDD|256 GB SSD' '39.62 cm (15.6 inch) Display' 'Microsoft Office Home & Student 2019' '1 Year Onsite Warranty'],3382,299
DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Lapto...,Laptops,Dell,62490,81497,0.23,0.233223309,4.3,['Intel Core i5 Processor (11th Gen)' '16 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 Inch) Display' '1 Year Onsite Warranty'],67,2
DELL Inspiron Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 5410 2 in 1 Laptop,Laptops,Dell,54900,68658,0.2,0.200384515,4.3,"['Processor: Intel i3-1125G4 (2.00 GHz up to 3.70 GHz)' 'RAM & Storage: 8GB DDR4 (2 DIMM Slots) & 256GB SSD' 'Software: Win 11 + Office H&S 2021' 'Display: 14.0"" FHD WVA Truelife Touch Narrow Border 60Hz' 'Ports: ""1 HDMI out 1.4a 2 USB 3.2 Gen 1 Type-A 1 USB 3.2 Gen 2 Type-C with Power Delivery and Video 1 DC-in port 1 3.5mm Headphone/Microphone combination jack""' 'WiFi & BT: Intel Wi-Fi 6 2x2 (Gig+) and Bluetooth 5.1' 'Intel Core i3 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '256 GB SSD' '35.56 cm (14 inch) Touchscreen Display' 'Office Home and Student 2021' '1 Year Onsite Warranty']",361,32
ASUS VivoBook 15 Ryzen 3 Dual Core AMD R3-3250U - (4 GB/256 GB SSD/Windows 10 Home) M515DA-BQ312TS Thi...,Laptops,Asus,26990,42990,0.37,0.372179577,4.3,['AMD Ryzen 3 Dual Core Processor' '4 GB DDR4 RAM' '64 bit Windows 10 Operating System' '256 GB SSD' '39.62 cm (15.6 inch) Display' 'Microsoft Office Home and Student 2019 Splendid (All models) Tru2Life (Intel Platform Models) Link to MyASUS (All Models Bluetooth Needed)' '1 Year Onsite Warranty'],1643,226
acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,Laptops,Acer,54990,89999,0.38,0.388993211,4.3,['Intel Core i5 Processor (12th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' '1 Year International Travelers Warranty (ITW)'],2582,306
HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-GY0501AU Thin and Light Laptop,Laptops,Hp,38999,47267,0.17,0.174921192,4.3,['AMD Ryzen 3 Dual Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '256 GB SSD' '39.62 cm (15.6 inch) Display' 'Office Home and Student 2019 included' '1 Year Onsite Warranty'],3743,388
ASUS TUF Gaming F15 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,Laptops,Asus,122990,173990,0.29,0.293120294,4.3,['Intel Core i7 Processor (12th Gen)' '16 GB DDR5 RAM' '64 bit Windows 11 Operating System' '1 TB SSD' '39.62 cm (15.6 inch) Display' '1 Year Onsite Warranty'],12,3
HP Pavilion Ryzen 5 Hexa Core 5625U - (8 GB/512 GB SSD/Windows 11 Home) 14-EC1003AU Thin and Light Lap...,Laptops,Hp,55490,64342,0.13,0.137577321,4.3,['AMD Ryzen 5 Hexa Core Processor' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '35.56 cm (14 Inch) Display' '1 Year Onsite Warranty'],52,11
ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,Laptops,Asus,61986,77990,0.2,0.205205796,4.3,['Intel Core i5 Processor (10th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' '1 Year Onsite Warranty'],478,44
APPLE 2021 Macbook Pro M1 Max - (32 GB/1 TB SSD/Mac OS Monterey) MK1H3HN/A,Laptops,Apple,306990,329900,0.06,0.069445286,4.3,['Apple M1 Max Processor' '32 GB Unified Memory RAM' 'Mac OS Operating System' '1 TB SSD' '41.15 cm (16.2 inch) Display' 'iMovie Siri GarageBand Pages Numbers Photos Keynote Safari Mail FaceTime Messages Maps Stocks Home Voice Memos Notes Calendar Contacts Reminders Photo Booth Preview Books App Store Time Machine TV Music Podcasts Find My QuickTime Player' '1 Year Limited Warranty'],12,4
ASUS Vivobook Gaming Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,Laptops,Asus,54990,76990,0.28,0.285751396,4.3,['Intel Core i5 Processor (9th Gen)' '8 GB DDR4 RAM' '64 bit Windows 10 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'Microsoft Office Home and Student 2019 Splendid (All Models) Tru2Life (Intel Platform Models) Link to MyASUS (All Models Bluetooth Needed)' '1 Year Onsite Warranty'],1778,242
Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,Laptops,Lenovo,54990,85290,0.35,0.35525853,4.3,['Intel Core i5 Processor (10th Gen)' '8 GB DDR4 RAM' '64 bit Windows 10 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' '1 Year Onsiteï¿½Warrantyï¿½+ 1 Year Premium Care + 1 Year Accidental Damage Protection'],730,69
Lenovo Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) V15 ITL G2 Thin and Light Laptop,Laptops,Lenovo,36990,49096,0.24,0.246578133,4.3,['Intel Core i3 Processor (11th Gen)' '4 GB DDR4 RAM' '64 bit Windows 10 Operating System' '256 GB SSD' '38.1 cm (15 inch) Display' '1 Year Onsite Warranty'],222,29
acer Aspire 3 Pentium Silver - (4 GB/256 GB SSD/Windows 11 Home) A314-35 Notebook,Laptops,Acer,27490,32990,0.16,0.166717187,4.3,['Intel Pentium Silver Processor' '4 GB DDR4 RAM' '64 bit Windows 11 Operating System' '256 GB SSD' '35.56 cm (14 inch) Display' '1 Year International Travelers Warranty (ITW)'],12,2
ASUS Vivobook Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce ...,Laptops,Asus,65990,88990,0.25,0.258456006,4.3,['Intel Core i7 Processor (10th Gen)' '8 GB DDR4 RAM' '64 bit Windows 10 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' '1 Year Onsite Warranty'],75,7
HP 15s Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 15s-GR0012AU Laptop,Laptops,Hp,40990,48053,0.14,0.146983539,4.3,['AMD Ryzen 3 Dual Core Processor' '8 GB DDR4 RAM' '64 bit Windows 10 Operating System' '1 TB HDD|256 GB SSD' '39.62 cm (15.6 inch) Display' 'Microsoft Office Home and Student 2019 HP Documentation HP SSRM HP Smart HP Support Assistant' '1 Year Onsite Warranty'],4379,503
MSI Crosshair 15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3...,Laptops,Msi,114990,156990,0.26,0.267532964,4.3,['Intel Core i7 Processor (12th Gen)' '16 GB DDR4 RAM' '64 bit Windows 11 Operating System' '1 TB SSD' '39.62 cm (15.6 Inch) Display' '2 Year Carry-In Warranty Term'],28,5
DELL Inspiron Pentium Quad Core - (4 GB/256 GB SSD/Windows 10 Home) Inspiron 3502 Thin and Light Lapto...,Laptops,Dell,30690,44215,0.3,0.305891666,4.3,['Intel Pentium Quad Core Processor' '4 GB DDR4 RAM' '64 bit Windows 10 Operating System' '256 GB SSD' '39.62 cm (15.6 inch) Display' 'Microsoft Office Home and Student 2019' '1 Year Limited Hardware Warranty In Home Service After Remote Diagnosis - Retail'],1401,184
Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA ...,Laptops,Lenovo,56990,76890,0.25,0.258811289,4.3,['AMD Ryzen 5 Hexa Core Processor' '8 GB DDR4 RAM' '64 bit Windows 10 Operating System' '1 TB HDD' '39.62 cm (15.6 Inch) Display' 'Microsoft Office (Trial Only)' '1 Year Warranty + 1 Year Premium Care + 1 Year ADP'],402,49
acer Extensa 15 Pentium Quad Core - (4 GB/256 GB SSD/Windows 10 Home) EX215-31 Laptop,Laptops,Acer,23400,34990,0.33,0.331237496,4.3,['Intel Pentium Quad Core Processor' '4 GB DDR4 RAM' '64 bit Windows 10 Operating System' '256 GB SSD' '39.62 cm (15.6 inches) Display' 'Acer Care Center Quick Access Acer Product Registration Acer Configuration Manager Norton Internet Security (Trial)' 'One-year International Travelers Warranty (ITW)'],480,90
HP 15s Intel Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3517TU Thin and Light Laptop,Laptops,Hp,54450,70171,0.22,0.22403842,4.3,['Intel Core i5 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'Office Home and Student 2019' '1 Year Onsite Warranty'],909,77
HP Pavilion Intel Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) EG2036TU Thin and Light Laptop,Laptops,Hp,74590,83553,0.1,0.107273228,4.3,['Intel Core i5 Processor (12th Gen)' '16 GB DDR4 RAM' '64 bit Windows 11 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'Microsoft Office Home & Student 2021' '1 Year Onsite Warranty'],28,2
ASUS ZenBook S Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) UX391UA-ET012T Thin and Light Lapt...,Laptops,Asus,99990,122990,0.18,0.187007074,4.3,['Intel Core i7 Processor (8th Gen)' '16 GB DDR3 RAM' '64 bit Windows 10 Operating System' '512 GB SSD' '33.78 cm (13.3 inch) Display' 'Asus Smart Gesture Asus Splendid USB Charger+' '1 Year Onsite Warranty'],30,7
ASUS Vivobook 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415EA-EB342WS Notebook,Laptops,Asus,35990,51990,0.3,0.307751491,4.3,['Intel Core i3 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '256 GB SSD' '35.56 cm (14 inch) Display' 'Windows 11 Home Microsoft Office Home & Student 2019 1 Year Mcafee' '1 Year Onsite Warranty'],176,24
DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) Vostro 3400 Thin and Light Laptop,Laptops,Dell,42390,55448,0.23,0.235499928,4.3,['Intel Core i3 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 10 Operating System' '256 GB SSD' '35.56 cm (14 inch) Display' 'Microsoft Office Home & Student 2019' '1 Year Onsite Warranty'],1937,171
Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15ITL6 Thin and Light Laptop,Laptops,Lenovo,36990,56690,0.34,0.347503969,4.3,['Intel Core i3 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 10 Operating System' '256 GB SSD' '39.62 cm (15.6 inch) Display' 'Office Home and Student 2019 included' '1 Year Warranty Term'],491,47
HP 14s Intel Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14s- dy2506TU Thin and Light Laptop,Laptops,Hp,43990,55562,0.2,0.20827184,4.3,['Intel Core i3 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '256 GB SSD' '35.56 cm (14 inch) Display' 'Microsoft Office Home & Student 2019' '1 Year Onsite Warranty'],2854,308
DELL G15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) ...,Laptops,Dell,62990,78014,0.19,0.192580819,4.3,['NVIDIA GeForce GTX 1650' '15.6 inches Full HD 2-sided narrow bezel 120Hz 250 Nits' 'Improved thermal design with copper pipes & vents' 'Game shift key for Turbo boost of power' 'In-built Alienware Command center software with enhanced control over system settings' 'Intel Core i5 Processor (10th Gen)' '8 GB DDR4 RAM' '64 bit Windows 10 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' '1 Year Premium Support'],333,29
DELL Inspiron 3501 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) Inspiro...,Laptops,Dell,67990,69812,0.02,0.026098665,4.3,['Intel Core i5 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 10 Operating System' '1 TB HDD|256 GB SSD' '39.62 cm (15.6 inch) Display' 'Microsoft Office Home and Student 2019' '1 Year Onsite Warranty'],190,19
Lenovo Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) E15 Laptop,Laptops,Lenovo,77990,80366,0.02,0.029564741,4.3,['Intel Core i5 Processor (11th Gen)' '16 GB DDR4 RAM' 'Windows 10 Operating System' '512 GB SSD' '39.62 cm (15.6 Inch) Display' 'Microsoft Office Home & Student 2019' '1 Year Onsite Warranty'],34,4
HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 15s-EQ2040AU Thin and Light Laptop,Laptops,Hp,50990,56663,0.1,0.100118243,4.3,['AMD Ryzen 5 Hexa Core Processor' '8 GB DDR4 RAM' '64 bit Windows 10 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'Microsoft Office 2019 & Office 365 HP Documentation HP BIOS Recovery HP Smart' '1 Year Onsite Warranty'],568,53
ASUS VivoBook Gaming Core i7 9th Gen - (16 GB + 32 GB Optane/512 GB SSD/Windows 10 Home/4 GB Graphics/...,Laptops,Asus,79190,94990,0.16,0.166333298,4.3,['120 Hz Refresh Rate- It can display upto 120 frames per second.' 'Intel Core i7 Processor (9th Gen)' '16 GB DDR4 RAM' '64 bit Windows 10 Operating System' '512 GB SSD' '39.62 cm (15.6 inch) Display' 'Asus GiftBox ICEsound Asus Splendid' '1 Year Limited International Hardware Warranty'],883,142
DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Lig...,Laptops,Dell,45890,58567,0.21,0.216452951,4.3,['Intel Core i3 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '1 TB HDD|256 GB SSD' '39.62 cm (15.6 inch) Display' '1 Year Onsite Warranty'],406,36
DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Lig...,Laptops,Dell,65990,82600,0.2,0.201089588,4.3,['Intel Core i5 Processor (11th Gen)' '8 GB DDR4 RAM' '64 bit Windows 11 Operating System' '1 TB HDD|256 GB SSD' '39.62 cm (15.6 inch) Display' '1 Year Onsite Warranty'],75,10
POCO M4 Pro (Yellow 128 GB),Mobiles,POCO,11999,19999,0.4,0.400020001,4.3,['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB' '16.33 cm (6.43 inch) Full HD+ AMOLED Display' '64MP + 8MP + 2MP | 16MP Front Camera' '5000 mAh Lithium-ion Polymer Battery' 'Mediatek Helio G96 Processor' 'One Year for Handset 6 Months for Accessories'],121221,11100
realme C30 (Denim Black 32 GB),Mobiles,Realme,5749,8499,0.32,0.323567479,4.3,['2 GB RAM | 32 GB ROM | Expandable Upto 1 TB' '16.51 cm (6.5 inch) HD+ Display' '8MP Rear Camera | 5MP Front Camera' '5000 mAh Lithium Ion Battery' 'Unisoc T612 Processor' '1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories'],59630,3026
SAMSUNG Galaxy F23 5G (Aqua Blue 128 GB),Mobiles,Samsung,16999,23999,0.29,0.29167882,4.3,['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB' '16.76 cm (6.6 inch) Full HD+ Display' '50MP + 8MP + 2MP | 8MP Front Camera' '5000 mAh Lithium Ion Battery' 'Qualcomm Snapdragon 750G Processor' '1 Year Warranty Provided by the Manufacturer from Date of Purchase'],131283,10694
vivo T1 5G (Rainbow Fantasy 128 GB),Mobiles,vivo,15990,19990,0.2,0.20010005,4.3,['4 GB RAM | 128 GB ROM | Expandable Upto 1 TB' '16.71 cm (6.58 inch) Full HD+ Display' '50MP + 2MP + 2MP | 16MP Front Camera' '5000 mAh Lithium Battery' 'Turbo Processor Snapdragon 695 Processor' '1 Year Handset and 6 Months Accessories'],57544,4636
vivo T1 5G (Starlight Black 128 GB),Mobiles,vivo,15990,19990,0.2,0.20010005,4.3,['4 GB RAM | 128 GB ROM | Expandable Upto 1 TB' '16.71 cm (6.58 inch) Full HD+ Display' '50MP + 2MP + 2MP | 16MP Front Camera' '5000 mAh Lithium Battery' 'Qualcomm Snapdragon 695 Processor' '1 Year Handset and 6 Months Accessories'],57544,4636
vivo T1 44W (Starry Sky 128 GB),Mobiles,vivo,17999,23990,0.24,0.249729054,4.3,['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB' '16.36 cm (6.44 inch) Full HD+ AMOLED Display' '50MP + 2MP + 2MP | 16MP Front Camera' '5000 mAh Lithium Battery' 'Qualcomm Snapdragon 680 Processor' '1 Year Handset and 6 Months Accessories'],4881,419
realme 9 5G SE (Starry Glow 128 GB),Mobiles,Realme,20249,26999,0.25,0.25000926,4.3,['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB' '16.76 cm (6.6 inch) Full HD+ Display' '48MP + 2MP + 2MP | 16MP Front Camera' '5000 mAh Lithium Polymer Battery' 'Qualcomm Snapdragon 778G Processor' '1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories'],2118,195
vivo T1 5G (Starlight Black 128 GB),Mobiles,vivo,19990,23990,0.16,0.16673614,4.3,['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB' '16.71 cm (6.58 inch) Full HD+ Display' '50MP + 2MP + 2MP | 16MP Front Camera' '5000 mAh Lithium Battery' 'Qualcomm Snapdragon 695 Processor' '1 Year Handset and 6 Months Accessories'],14292,1240
vivo T1 5G (Rainbow Fantasy 128 GB),Mobiles,vivo,19990,23990,0.16,0.16673614,4.3,['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB' '16.71 cm (6.58 inch) Full HD+ Display' '50MP + 2MP + 2MP | 16MP Front Camera' '5000 mAh Lithium Battery' 'Qualcomm Snapdragon 695 Processor' '1 Year Handset and 6 Months Accessories'],14292,1240
POCO F4 5G (Night Black 128 GB),Mobiles,POCO,24999,32999,0.24,0.242431589,4.3,['6 GB RAM | 128 GB ROM' '16.94 cm (6.67 inch) Full HD+ Display' '64MP + 8MP + 2MP | 20MP Front Camera' '4500 mAh Lithium-ion Polymer Battery' 'Qualcomm Snapdragon 870 Processor' '2 Years Brand Warranty'],11251,1607
vivo T1 44W (Midnight Galaxy 128 GB),Mobiles,vivo,17999,23990,0.24,0.249729054,4.3,['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB' '16.36 cm (6.44 inch) Full HD+ AMOLED Display' '50MP + 2MP + 2MP | 16MP Front Camera' '5000 mAh Lithium Battery' 'Qualcomm Snapdragon 680 Processor' '1 Year Handset and 6 Months Accessories'],4881,419
POCO M4 Pro (Yellow 128 GB),Mobiles,POCO,13999,21999,0.36,0.363652893,4.3,['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB' '16.33 cm (6.43 inch) Full HD+ AMOLED Display' '64MP + 8MP + 2MP | 16MP Front Camera' '5000 mAh Lithium-ion Polymer Battery' 'Mediatek Helio G96 Processor' 'One Year for Handset 6 Months for Accessories'],11823,1035
Nothing Phone (1) (Black 256 GB),Mobiles,Nothing,29499,39999,0.26,0.262506563,4.3,['8 GB RAM | 256 GB ROM' '16.64 cm (6.55 inch) Full HD+ Display' '50MP + 50MP | 16MP Front Camera' '4500 mAh Lithium-ion Battery' 'Qualcomm Snapdragon 778G+ Processor' 'Meet the Glyph Interface. A New Way to Communicate' '1 Billion Colours True-to-Life Full HD Flexible OLED Display with HDR10+ for Richer Colour and Deeper Contrasts.' '1 Year Warranty'],36407,4965
vivo T1 Pro 5G (Turbo Cyan 128 GB),Mobiles,vivo,24999,30990,0.19,0.193320426,4.3,['8 GB RAM | 128 GB ROM' '16.36 cm (6.44 inch) Full HD+ AMOLED Display' '64MP + 8MP + 2MP | 16MP Front Camera' '4700 mAh Lithium Battery' 'Qualcomm Snapdragon 778G 5G Mobile Platform Processor' '1 Year Handset and 6 Months Accessories'],13998,1501
POCO F4 5G (Night Black 128 GB),Mobiles,POCO,26999,34999,0.22,0.228577959,4.3,['8 GB RAM | 128 GB ROM' '16.94 cm (6.67 inch) Full HD+ Display' '64MP + 8MP + 2MP | 20MP Front Camera' '4500 mAh Lithium-ion Polymer Battery' 'Qualcomm Snapdragon 870 Processor' '2 Years Brand Warranty'],4074,566
Nothing Phone (1) (White 256 GB),Mobiles,Nothing,33499,42999,0.22,0.220935371,4.3,['12 GB RAM | 256 GB ROM' '16.64 cm (6.55 inch) Full HD+ Display' '50MP + 50MP | 16MP Front Camera' '4500 mAh Lithium-ion Battery' 'Qualcomm Snapdragon 778G+ Processor' 'Meet the Glyph Interface. A New Way to Communicate' '1 Billion Colours True-to-Life Full HD Flexible OLED Display with HDR10+ for Richer Colour and Deeper Contrasts.' '1 Year Warranty'],5601,644
Nothing Phone (1) (White 256 GB),Mobiles,Nothing,30499,39999,0.23,0.237505938,4.3,['8 GB RAM | 256 GB ROM' '16.64 cm (6.55 inch) Full HD+ Display' '50MP + 50MP | 16MP Front Camera' '4500 mAh Lithium-ion Battery' 'Qualcomm Snapdragon 778G+ Processor' 'Meet the Glyph Interface. A New Way to Communicate' '1 Billion Colours True-to-Life Full HD Flexible OLED Display with HDR10+ for Richer Colour and Deeper Contrasts.' '1 Year Warranty'],36407,4965
Nothing Phone (1) (Black 256 GB),Mobiles,Nothing,33499,42999,0.22,0.220935371,4.3,['12 GB RAM | 256 GB ROM' '16.64 cm (6.55 inch) Full HD+ Display' '50MP + 50MP | 16MP Front Camera' '4500 mAh Lithium-ion Battery' 'Qualcomm Snapdragon 778G+ Processor' 'Meet the Glyph Interface. A New Way to Communicate' '1 Billion Colours True-to-Life Full HD Flexible OLED Display with HDR10+ for Richer Colour and Deeper Contrasts.' '1 Year Warranty'],5601,644
vivo T1 Pro 5G (Turbo Cyan 128 GB),Mobiles,vivo,23999,28990,0.17,0.172162815,4.3,['6 GB RAM | 128 GB ROM' '16.36 cm (6.44 inch) Full HD+ AMOLED Display' '64MP + 8MP + 2MP | 16MP Front Camera' '4700 mAh Lithium Battery' 'Qualcomm Snapdragon 778G 5G Mobile Platform Processor' '1 Year Handset and 6 Months Accessories'],7020,676
